name,id,align,eye,hair,gender,gsm,alive,appearances,first_appear,publisher
Karen Beecher (New Earth),Secret,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,83,"1976, December",dc
Ellen Frazier (New Earth),Public,Good,Green Eyes,Red Hair,Female,NA,Living Characters,83,"1965, September",dc
Simon Stagg (New Earth),Public,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,83,"1965, January",dc
"Rex, the Wonder Dog (New Earth)",Public,Good,Blue Eyes,White Hair,Male,NA,Living Characters,83,"1952, February",dc
Isamot Kol (New Earth),Secret,Good,Yellow Eyes,NA,Male,NA,Living Characters,82,"2005, November",dc
Thomas Monaghan (New Earth),Public,Good,Black Eyes,Black Hair,Male,NA,Deceased Characters,82,1993,dc
Tomar-Tu (New Earth),Secret,Good,White Eyes,NA,Male,NA,Living Characters,82,"1990, October",dc
Kalibak (New Earth),Public,Bad,Red Eyes,Black Hair,Male,NA,Deceased Characters,82,"1971, March",dc
Drury Walker (New Earth),Secret,Bad,Red Eyes,Brown Hair,Male,NA,Deceased Characters,82,"1951, February",dc
Terrence Thirteen (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,82,"1951, November",dc
Hannibal Hawkes (New Earth),Secret,Good,Black Eyes,Black Hair,Male,NA,Living Characters,82,"1948, October",dc
Circe (New Earth),Public,Bad,Red Eyes,Purple Hair,Female,NA,Living Characters,81,"1988, August",dc
Baran Flinders (New Earth),Public,Bad,Blue Eyes,Red Hair,Male,NA,Living Characters,81,"1981, January",dc
Mark Shaw (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,81,"1975, August",dc
Neal Emerson (New Earth),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,81,"1963, June",dc
Cameron Chase (New Earth),Secret,Good,Green Eyes,Blond Hair,Female,NA,Living Characters,80,"1998, January",dc
John Corben (New Earth),Secret,Bad,Photocellular Eyes,Brown Hair,Male,NA,Living Characters,80,"1987, January",dc
Vanessa Kapatelis (New Earth),NA,Good,Blue Eyes,Brown Hair,Female,NA,Living Characters,80,"1987, April",dc
Lian Harper (New Earth),Public,Good,Green Eyes,Black Hair,Female,NA,Deceased Characters,80,"1986, June",dc
Malcolm Duncan (New Earth),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,80,"1970, April",dc
Samuel Scudder (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,80,"1959, March",dc
Sasha Bordeaux (New Earth),Secret,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,79,"2000, December",dc
L-Ron (New Earth),Public,Good,Photocellular Eyes,NA,Male,NA,Living Characters,79,"1988, June",dc
Rudolph Jones (New Earth),Secret,Bad,NA,NA,Male,NA,Living Characters,79,"1987, April",dc
Valentina Vostok (New Earth),Secret,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,79,"1977, September",dc
Paul Booker (New Earth),Secret,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,79,"1966, March",dc
Abigail Hunkel (New Earth),Secret,Good,Black Eyes,Brown Hair,Female,NA,Living Characters,79,"1939, June",dc
Cyril Saunders (New Earth),Public,Good,Hazel Eyes,White Hair,Male,NA,Living Characters,79,"1937, March",dc
Jakeem Williams (New Earth),Secret,NA,Brown Eyes,NA,Male,NA,Living Characters,79,NA,dc
Owen Mercer (New Earth),Secret,Reformed Criminals,Blue Eyes,Red Hair,Male,NA,Deceased Characters,78,"2004, October",dc
Christopher Smith (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,78,"1966, November",dc
Roger Hayden (New Earth),Secret,Bad,Blue Eyes,Red Hair,Male,NA,Deceased Characters,78,"1965, June",dc
Hector Hammond (New Earth),Public,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,78,"1961, April",dc
Lorena Marquez (New Earth),Secret,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,77,"2004, May",dc
Boodikka (New Earth),Public,Good,Green Eyes,Black Hair,Female,NA,Deceased Characters,77,"1992, January",dc
Samuel Lane (New Earth),Public,Bad,Blue Eyes,Grey Hair,Male,NA,Deceased Characters,77,"1987, January",dc
"Thaddeus Sivana, Sr. (New Earth)",Public,Bad,Black Eyes,NA,Male,NA,Living Characters,77,"1987, April",dc
Joshua Clay (New Earth),Secret,NA,Brown Eyes,Black Hair,Male,NA,Deceased Characters,77,"1977, September",dc
Lashina (New Earth),Secret,Bad,Blue Eyes,Black Hair,Female,NA,Living Characters,77,"1972, February",dc
Brain (New Earth),Secret,Bad,NA,NA,Male,Homosexual Characters,Living Characters,77,"1964, March",dc
Curtis Metcalf (Dakotaverse),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,76,"1993, April",dc
Brik (New Earth),Secret,Good,White Eyes,NA,Female,NA,Living Characters,76,"1991, May",dc
Adrian Chase (New Earth),Public,NA,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,76,"1982, September",dc
Java (New Earth),Public,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,76,"1965, January",dc
Horace Canfield (New Earth),Public,Good,NA,NA,Male,NA,Living Characters,76,"1961, April",dc
Captain Harding (New Earth),Public,Good,NA,Brown Hair,Male,NA,Living Characters,76,"1956, February",dc
Helena Sandsmark (New Earth),Public,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,75,"1996, January",dc
Sarah Charles (New Earth),Public,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,75,"1985, September",dc
Tomar-Re (New Earth),Secret,Good,Red Eyes,NA,Male,NA,Deceased Characters,75,"1961, June",dc
"Richard Flag, Jr. (New Earth)",Secret,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,75,"1959, September",dc
Nathaniel Heywood (New Earth),Secret,Good,Green Eyes,Red Hair,Male,NA,Living Characters,74,"2007, March",dc
Hugh Dawkins (New Earth),Secret,Good,White Eyes,Blond Hair,Male,Homosexual Characters,Living Characters,74,"1986, November",dc
Matthew Cable (New Earth),Secret,NA,NA,Black Hair,Male,NA,Living Characters,74,"1972, November",dc
Starro (New Earth),NA,Bad,Black Eyes,NA,Male,NA,Living Characters,74,"1960, March",dc
Topo (New Earth),NA,Good,NA,NA,Male,NA,Living Characters,74,"1956, October",dc
Winslow Schott (New Earth),Public,Bad,Blue Eyes,NA,Male,NA,Living Characters,74,"1943, September",dc
Ultra-Humanite (New Earth),Secret,NA,Red Eyes,White Hair,Male,NA,Living Characters,74,"1939, June",dc
Neron (New Earth),Secret,Bad,White Eyes,Blond Hair,Male,NA,Living Characters,73,"1995, November",dc
Victor Zsasz (New Earth),Public,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,73,"1992, June",dc
Kay Challis (New Earth),Public,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,73,"1989, February",dc
Roland Desmond (New Earth),Public,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,73,"1965, November",dc
Carl Sands (New Earth),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,73,"1961, July",dc
Dane Dorrance (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,73,"1960, August",dc
Flying Cloud (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,73,"1960, December",dc
"Peter Merkel, Jr. (New Earth)",Secret,Bad,Grey Eyes,Red Hair,Male,NA,Living Characters,72,"2005, July",dc
Garryn Bek (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,72,"1989, January",dc
Jose Delgado (New Earth),Secret,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,72,"1987, May",dc
Mogo (New Earth),Public,Good,NA,NA,Male,NA,Living Characters,72,"1985, May",dc
Cain (New Earth),Public,Bad,Black Eyes,Brown Hair,Male,NA,Living Characters,72,"1968, August",dc
Steven Trevor (New Earth),Public,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,72,"1941, December",dc
Edgar Cizko (New Earth),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Living Characters,71,"1991, May",dc
Louise Lincoln (New Earth),Public,Bad,Blue Eyes,Blue Hair,Female,NA,Living Characters,71,"1984, March",dc
Brian Savage (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,71,"1977, April",dc
Thomas Oscar Morrow (New Earth),Public,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,71,"1964, March",dc
Amazo (New Earth),Public,Bad,Red Eyes,NA,Male,NA,Living Characters,71,"1960, July",dc
Kingsley Faraday (New Earth),Public,Good,Blue Eyes,White Hair,Male,NA,Living Characters,70,"1950, August",dc
Clifford Zmeck (New Earth),Secret,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,69,"1988, February",dc
Nabu (New Earth),Public,Good,Blue Eyes,White Hair,Male,NA,Deceased Characters,69,"1941, May",dc
Bleez (New Earth),Public,Neutral,Blue Eyes,Black Hair,Female,NA,Living Characters,68,"2008, December",dc
Hannu (New Earth),Public,Good,White Eyes,NA,Male,NA,Living Characters,68,"1994, February",dc
Catherine Cobert (New Earth),NA,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,68,"1987, December",dc
Harry Stein (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,68,"1985, November",dc
Adeline Kane (New Earth),Secret,Neutral,Green Eyes,Brown Hair,Female,NA,Deceased Characters,68,"1983, August",dc
Green Man (New Earth),Public,NA,Red Eyes,NA,Male,NA,Deceased Characters,68,"1983, May",dc
Tara Markov (New Earth),Secret,Bad,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,68,"1982, December",dc
Shakira (New Earth),Public,Good,NA,Black Hair,Female,NA,Living Characters,68,"1980, April",dc
Tara Morgan (New Earth),Public,Good,NA,Brown Hair,Female,NA,Living Characters,68,"1975, November",dc
Isaac Bowin (New Earth),Secret,NA,Blue Eyes,NA,Male,NA,Deceased Characters,68,"1948, January",dc
Hop Harrigan (New Earth),Public,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,68,"1939, April",dc
Sonia Sato (New Earth),Secret,Good,NA,Black Hair,Female,NA,Living Characters,67,"2007, January",dc
Vath Sarn (New Earth),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,67,"2005, November",dc
Mercy Graves (New Earth),Public,Bad,Blue Eyes,Blond Hair,Female,NA,Living Characters,67,"1999, August",dc
Arnold Munro (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,67,"1987, June",dc
Bibbo Bibbowski (New Earth),Public,Good,Grey Eyes,Grey Hair,Male,NA,Living Characters,67,"1987, May",dc
Jebediah of Canaan (New Earth),Secret,Good,Blue Eyes,White Hair,Male,NA,Living Characters,67,"1987, April",dc
Lawrence Bolatinsky (New Earth),Secret,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,67,"1984, November",dc
Lydea Mallor (New Earth),Public,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,67,"1982, August",dc
Tana Moon (New Earth),Public,Good,Brown Eyes,Black Hair,Female,NA,Deceased Characters,66,"1993, June",dc
Maxine Baker (New Earth),Public,Good,Green Eyes,Red Hair,Female,NA,Living Characters,66,"1988, September",dc
Frances Kane (New Earth),Public,NA,Blue Eyes,Purple Hair,Female,NA,Living Characters,66,"1982, March",dc
Jason Bard (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,66,"1969, October",dc
Krona (New Earth),Public,Bad,Green Eyes,White Hair,Male,NA,Deceased Characters,66,"1965, October",dc
Daniel Dunbar (New Earth),Secret,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,66,"1942, March",dc
Scandal Savage (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Female,Homosexual Characters,Living Characters,65,"2005, July",dc
Mackenzie Bock (New Earth),Public,Good,Brown Eyes,NA,Male,NA,Living Characters,65,"1995, January",dc
Jeremiah Arkham (New Earth),Public,Bad,NA,NA,Male,NA,Living Characters,65,"1992, June",dc
Amon Hakk (New Earth),Public,Good,NA,Black Hair,Male,NA,Living Characters,65,"1991, August",dc
Garv (New Earth),Public,Good,Blue Eyes,NA,Male,NA,Living Characters,65,"1990, May",dc
Karen Lou Faulkner (New Earth),Secret,Neutral,Brown Eyes,Brown Hair,Female,Homosexual Characters,Living Characters,65,"1987, July",dc
Albert Desmond (New Earth),NA,NA,Green Eyes,Red Hair,Male,NA,Living Characters,65,"1958, April",dc
Kent V. Nelson (New Earth),Secret,Good,Brown Eyes,Blond Hair,Male,NA,Living Characters,64,"2007, November",dc
Janos Prohaska (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,64,"1988, March",dc
Edward Fyers (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,64,"1987, October",dc
Mister Mxyzptlk (New Earth),Secret,Neutral,Black Eyes,White Hair,Male,NA,Living Characters,64,"1987, November",dc
Jor-El (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,64,"1986, October",dc
Yolanda Montez (New Earth),Secret,Good,Brown Eyes,Reddish Brown Hair,Female,NA,Deceased Characters,64,"1985, March",dc
William Randolph Wintergreen (New Earth),Public,Neutral,NA,White Hair,Male,NA,Deceased Characters,64,"1980, December",dc
William Hand (New Earth),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,64,"1964, June",dc
Molly Mayne (New Earth),Secret,Good,Green Eyes,Red Hair,Female,NA,Living Characters,64,"1947, September",dc
Scribbly Jibbet (New Earth),Public,Good,NA,Black Hair,Male,NA,Living Characters,64,"1939, April",dc
Amy Winston (New Earth),Secret,Good,Violet Eyes,Blond Hair,Female,NA,Living Characters,63,"1983, April",dc
Charis-Nar (New Earth),Secret,Good,Black Eyes,NA,Male,NA,Living Characters,63,"1981, June",dc
Pooch (New Earth),Public,Good,NA,White Hair,Male,NA,Deceased Characters,63,"1959, September",dc
Tex (New Earth),Public,Good,NA,Red Hair,Male,NA,Living Characters,63,"1947, June",dc
Clifford DeVoe (New Earth),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,63,"1943, September",dc
Klarion Bleak (New Earth),Secret,Neutral,Black Eyes,Black Hair,Male,NA,Living Characters,62,"1973, March",dc
Mark Merlin (New Earth),Public,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,62,"1959, August",dc
Garfield Lynns (New Earth),Secret,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,62,"1952, June",dc
David Reid (New Earth),Public,Neutral,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,61,"2008, March",dc
Nanaue (New Earth),Secret,Bad,Black Eyes,NA,Male,NA,Living Characters,61,"1994, October",dc
Emil LaSalle (New Earth),Secret,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,61,"1981, December",dc
Clifford Carmichael (New Earth),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,61,"1978, March",dc
"Henry Heywood, Sr. (New Earth)",Secret,NA,Blue Eyes,Black Hair,Male,NA,Deceased Characters,61,"1978, March",dc
Morgaine le Fey (New Earth),Public,Bad,Black Eyes,Black Hair,Female,NA,Living Characters,61,"1972, September",dc
Francine Lee (New Earth),Public,Good,Brown Eyes,NA,Female,NA,Living Characters,61,"1970, August",dc
Per Degaton (New Earth),Secret,Bad,Red Eyes,Red Hair,Male,NA,Living Characters,61,"1947, June",dc
Roxanne Leech (New Earth),Public,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,60,"1993, July",dc
Paco Ramone (New Earth),Public,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,60,"1984, October",dc
Bette Sans Souci (New Earth),Secret,Bad,Blue Eyes,Red Hair,Female,NA,Living Characters,60,"1982, December",dc
Chaselon (New Earth),Public,NA,White Eyes,Black Hair,Male,NA,Deceased Characters,60,"1961, December",dc
Martha Roberts (New Earth),Secret,Good,Brown Eyes,Brown Hair,Female,NA,Deceased Characters,60,"1939, December",dc
Ferrin Colos (New Earth),Public,Good,White Eyes,NA,Male,NA,Deceased Characters,59,"1992, October",dc
Angela Hawkins III (New Earth),Secret,Bad,Green Eyes,Black Hair,Female,NA,Living Characters,59,"1981, December",dc
Pren (New Earth),Secret,Good,Blue Eyes,Red Hair,Male,NA,Deceased Characters,59,"1981, June",dc
Simon Jones (New Earth),Public,Bad,White Eyes,NA,Male,NA,Deceased Characters,59,"1981, January",dc
Arthur Brown (New Earth),NA,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,59,"1966, May",dc
Richard Starr (New Earth),Secret,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,59,"1958, August",dc
Paula Brooks (New Earth),Secret,NA,Green Eyes,Black Hair,Female,NA,Living Characters,59,"1947, August",dc
Langford Terrill (New Earth),Secret,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,59,"1940, September",dc
Ryan Kendall (New Earth),Secret,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,58,"1992, June",dc
Death (New Earth),Secret,Neutral,Black Eyes,Black Hair,Female,NA,Living Characters,58,"1989, August",dc
Cameron Mahkent (New Earth),Secret,Bad,Blue Eyes,White Hair,Male,NA,Living Characters,58,"1987, January",dc
Irwin Schwab (New Earth),Secret,Good,Green Eyes,NA,Male,NA,Living Characters,58,"1982, December",dc
Trigon (New Earth),Public,Bad,Red Eyes,Red Hair,Male,NA,Living Characters,58,"1981, March",dc
James Rook (New Earth),Secret,Good,Green Eyes,Brown Hair,Male,NA,Living Characters,58,"1969, May",dc
Tula (New Earth),Public,NA,Blue Eyes,Brown Hair,Female,NA,Deceased Characters,58,"1967, June",dc
Chemo (New Earth),Public,Bad,NA,NA,NA,NA,Living Characters,58,"1962, July",dc
Roscoe Dillon (New Earth),Secret,Bad,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,58,"1961, August",dc
Ronald Reagan (New Earth),Public,Good,NA,Black Hair,Male,NA,Living Characters,58,"1950, June",dc
Jonathan Gabrielli I (New Earth),Public,Good,Black Eyes,Black Hair,Male,NA,Deceased Characters,58,"1942, April",dc
Anita Fite (New Earth),Secret,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,57,"2000, January",dc
Arak Red-Hand (New Earth),Public,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,57,"1981, August",dc
Anthony Ivo (New Earth),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,57,"1960, July",dc
Anthony Rodriguez I (New Earth),Public,Good,Black Eyes,Brown Hair,Male,NA,Deceased Characters,57,"1942, April",dc
Paul Kirk II (New Earth),Secret,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,57,"1942, April",dc
Thomas Thompkins I (New Earth),Public,Good,NA,Brown Hair,Male,NA,Deceased Characters,57,"1942, April",dc
Hera (New Earth),Public,Neutral,Blue Eyes,Red Hair,Female,NA,Living Characters,57,"1941, December",dc
Graf Toren (New Earth),Secret,Good,NA,NA,Male,NA,Living Characters,56,"1993, August",dc
Baby Wildebeest (New Earth),Public,Good,White Eyes,Black Hair,Male,NA,Deceased Characters,56,"1992, April",dc
Jennifer Morgan (New Earth),Secret,Good,NA,Brown Hair,Female,NA,Living Characters,56,"1980, October",dc
Troy Stewart (Pre-Zero Hour),Public,Good,Black Eyes,Black Hair,Male,NA,Living Characters,56,"1976, April",dc
Patrick MacGuire I (New Earth),Public,Good,NA,Red Hair,Male,NA,Living Characters,56,"1942, April",dc
Atrocitus (New Earth),Secret,Neutral,Yellow Eyes,NA,Male,NA,Living Characters,55,"2008, January",dc
Sebastian Faust (New Earth),Public,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,55,"1993, November",dc
Voz (New Earth),Secret,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,55,"1993, August",dc
Stanley Kitch (New Earth),Public,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,55,"1989, January",dc
Henry Heywood III (New Earth),Public,Good,Blue Eyes,Red Hair,Male,NA,Deceased Characters,55,"1984, October",dc
Yera Allon (Pre-Zero Hour),Public,Good,Purple Eyes,Purple Hair,Female,NA,Living Characters,55,"1982, May",dc
Mongul I (New Earth),Public,Bad,Red Eyes,NA,Male,NA,Deceased Characters,55,"1980, November",dc
Anton Arcane (New Earth),Public,Bad,Black Eyes,White Hair,Male,NA,Deceased Characters,55,"1973, January",dc
