2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Waltham - Waltham Public Schools Dual Language Program,03080001,      40,  19.5,         78,  39.7,  60.3,  53.8,   2.6,28.2
Waltham - Waltham Sr High,03080505,     811,  16.3,"      1,586",  46.2,  53.8,  18.2,  11.2,31
Waltham - William F. Stanley Elementary School,03080005,     296,  13.8,        443,  44.9,  55.1,  29.6,  25.7,33.4
Ware - Stanley M Koziol Elementary School,03090020,      76,  19.4,        432,  47.9,  52.1,   1.4,  24.3,57.9
Ware - Ware Junior/Senior High School,03090505,     202,  17.7,        466,  49.6,  50.4,   1.3,  18.2,45.3
Ware - Ware Middle School,03090305,     114,  23.3,        338,  51.2,  48.8,   1.2,  17.2,46.4
Wareham - John William Decas,03100003,     348,  16.9,        579,  48.5,  51.5,   2.2,  22.3,57.5
Wareham - Minot Forest,03100017,     237,  16.4,        499,  49.5,  50.5,   0.6,  30.1,52.3
Wareham - Wareham Cooperative Alternative School,03100315,      43,   7.1,         75,  40.0,  60.0,   0.0,  21.3,53.3
Wareham - Wareham Middle,03100305,     300,  17.8,        742,  47.6,  52.2,   0.4,  24.1,49.9
Wareham - Wareham Senior High,03100505,     434,  10.8,        515,  49.1,  50.7,   0.8,  23.9,38.3
Watertown - Cunniff,03140015,     132,  18.2,        305,  45.9,  54.1,  11.1,  22.3,21.3
Watertown - Hosmer,03140020,     247,  19.2,        698,  48.6,  51.4,  20.1,  20.6,22.9
Watertown - James Russell Lowell,03140025,     179,  18.4,        415,  49.9,  50.1,  14.2,  19.5,25.3
Watertown - Watertown High,03140505,     425,  13.5,        693,  50.1,  49.8,   6.5,  20.9,25.3
Watertown - Watertown Middle,03140305,     414,  16.5,        539,  49.4,  50.6,   6.3,  20.4,25
Wayland - Claypit Hill School,03150005,     221,  20.4,        549,  50.6,  49.4,   4.6,  18.2,4.6
Wayland - Happy Hollow School,03150015,     151,  21.2,        392,  45.9,  54.1,   5.1,  17.1,6.9
Wayland - Loker School,03150020,     113,  20.6,        289,  45.3,  54.7,   9.3,  12.8,5.2
Wayland - Wayland High School,03150505,     413,  15.8,        865,  48.1,  51.9,   1.7,  20.5,5.1
Wayland - Wayland Middle School,03150305,     447,  15.1,        642,  50.3,  49.7,   2.8,  18.4,6.5
Webster - Bartlett High School,03160505,     252,  14.7,        444,  45.5,  54.5,   4.3,  16.7,42.1
Webster - Park Avenue Elementary,03160015,     218,  19.9,        818,  47.8,  52.2,  12.7,  22.5,56.4
Webster - Webster Middle School,03160315,     206,  24.1,        600,  54.5,  45.5,   4.3,  20.3,48.7
Wellesley - Ernest F Upham,03170050,      56,  19.7,        238,  46.6,  53.4,   0.0,  25.2,3.8
Wellesley - Hunnewell,03170025,      56,  20.9,        251,  51.4,  48.6,   0.8,  15.9,2.8
Wellesley - John D Hardy,03170020,      72,  19.8,        296,  49.7,  50.0,   8.8,  12.8,4.4
Wellesley - Joseph E Fiske,03170015,      84,  18.1,        429,  49.7,  50.3,   6.8,  23.1,9.3
Wellesley - Katharine Lee Bates,03170005,      84,  20.3,        368,  55.4,  44.6,   0.3,  12.2,1.9
Wellesley - Schofield,03170045,      84,  20.7,        374,  53.5,  46.5,   1.3,  12.6,8.8
Wellesley - Sprague Elementary School,03170048,      87,  21.0,        378,  48.1,  51.9,   5.3,  18.3,5.6
Wellesley - Wellesley Middle,03170305,     778,  16.3,"      1,132",  49.2,  50.8,   2.3,  15.0,5
Wellesley - Wellesley Sr High,03170505,     699,  17.0,"      1,566",  51.3,  48.7,   0.7,  15.1,6.8
Wellfleet - Wellfleet Elementary,03180005,      82,  13.5,        121,  50.4,  49.6,   1.7,  19.0,33.1
West Boylston - Major Edwards Elementary,03220005,     195,  20.1,        423,  49.9,  50.1,   6.1,  18.9,21.5
West Boylston - West Boylston Junior/Senior High,03220505,     370,  13.1,        499,  52.1,  47.9,   1.2,  12.0,18.4
West Bridgewater - Howard School,03230305,     142,  20.9,        288,  53.8,  46.2,   0.7,  11.1,19.8
West Bridgewater - Rose L Macdonald,03230003,     164,  20.6,        248,  50.0,  50.0,   2.0,  10.5,14.5
West Bridgewater - Spring Street School,03230005,      57,  19.4,        149,  43.0,  57.0,   2.7,  18.8,15.4
West Bridgewater - West Bridgewater Junior/Senior,03230505,     456,  17.1,        635,  52.8,  47.2,   1.1,   6.5,13.4
West Springfield - 21st Century Skills Academy,03320515,       8,   6.3,         13,  46.2,  53.8,   0.0,  30.8,61.5
West Springfield - Cowing Early Childhood,03320001,      10,  15.1,        150,  42.7,  57.3,   1.3,  50.7,61.3
West Springfield - John Ashley,03320005,      48,  19.8,        237,  54.4,  45.6,   3.4,  15.2,44.3
West Springfield - John R Fausey,03320010,     149,  16.0,        469,  47.8,  52.2,   3.8,  19.6,34.3
West Springfield - Memorial,03320025,      57,  21.0,        236,  43.6,  56.4,   3.0,  16.1,65.3
West Springfield - Mittineague,03320030,      63,  14.3,        175,  52.6,  47.4,   7.4,  21.1,45.1
West Springfield - Philip G Coburn,03320007,     119,  19.3,        537,  52.0,  48.0,  50.3,  11.4,69.3
West Springfield - Tatham,03320040,      68,  18.8,        251,  51.4,  48.6,   1.6,  12.7,35.1
West Springfield - West Springfield High,03320505,     736,  15.5,"      1,251",  48.4,  51.6,   9.0,  18.6,38.2
West Springfield - West Springfield Middle,03320305,     583,  19.8,        976,  45.5,  54.5,   9.9,  19.5,45.2
Westborough - Annie E Fales,03210010,     112,  19.8,        338,  51.8,  48.2,  13.6,  18.0,6.8
Westborough - Elsie A Hastings Elementary,03210025,     133,  17.7,        517,  48.2,  51.8,  23.8,  21.5,12.4
Westborough - J Harding Armstrong,03210005,     124,  18.9,        419,  45.3,  54.7,  22.0,  11.5,5
Westborough - Mill Pond School,03210045,     389,  24.0,        948,  51.8,  48.2,   5.8,  16.7,7.5
Westborough - Sarah W Gibbons Middle,03210305,     536,  15.8,        616,  48.9,  51.1,   5.7,  14.6,10.1
Westborough - Westborough High,03210505,     648,  15.0,"      1,137",  49.3,  50.7,   2.4,  10.3,7.5
Westfield - Abner Gibbs,03250020,     110,  20.7,        228,  51.3,  48.7,   0.9,   8.3,48.2
Westfield - Fort Meadow Early Childhood Center,03250003,      17,  13.2,        222,  40.5,  59.5,   1.8,  44.6,48.6
Westfield - Franklin Ave,03250015,     120,  19.8,        238,  54.6,  45.4,   3.8,  15.1,63.9
Westfield - Highland,03250025,     210,  18.0,        380,  46.6,  53.4,  45.3,  15.0,62.4
Westfield - Munger Hill,03250033,     201,  19.2,        385,  49.9,  50.1,   0.5,  20.5,23.4
Westfield - North Middle School,03250305,     374,  18.9,        673,  49.5,  50.4,   0.3,  18.7,25.9
Westfield - Paper Mill,03250036,     220,  18.2,        398,  47.2,  52.8,   2.5,  14.8,40.5
Westfield - Russell Elementary School,03250055,      90,  17.7,        159,  48.4,  51.6,   0.0,  17.0,25.2
Westfield - South Middle School,03250310,     308,  16.7,        603,  47.1,  52.9,   9.1,  22.4,44.1
Westfield - Southampton Road,03250040,     235,  17.6,        413,  50.4,  49.6,   2.4,  14.8,34.9
Westfield - Westfield High,03250505,     628,  16.8,"      1,240",  54.3,  45.6,   4.0,  16.1,25.6
Westfield - Westfield Technical Academy,03250605,     277,  14.1,        538,  38.3,  61.7,   0.6,  27.1,32.5
Westford - Abbot Elementary,03260004,     151,  17.9,        365,  50.4,  49.6,   0.3,  15.3,6.8
Westford - Blanchard Middle,03260310,     388,  16.3,        595,  47.4,  52.6,   0.8,  14.6,5.4
Westford - Col John Robinson,03260025,     106,  18.4,        292,  48.6,  51.4,   4.5,  11.3,5.8
Westford - Day Elementary,03260007,     141,  19.2,        361,  49.6,  50.4,   1.1,  15.8,6.4
Westford - John A. Crisafulli Elementary School,03260045,     138,  18.8,        344,  52.3,  47.7,   0.9,  13.4,4.9
Westford - Millennium Elementary,03260013,      14,  12.7,        130,  43.1,  56.9,   0.0,  47.7,12.3
Westford - Nabnasset,03260015,     135,  17.0,        335,  48.7,  51.3,   1.5,  13.1,6
Westford - Rita E. Miller Elementary School,03260055,     130,  17.6,        333,  49.8,  50.2,   7.8,  19.2,7.2
Westford - Stony Brook School,03260330,     393,  17.8,        648,  48.0,  52.0,   0.0,  14.0,5.7
Westford - Westford Academy,03260505,     710,  19.6,"      1,702",  48.8,  51.2,   0.4,  10.2,4.1
Westhampton - Westhampton Elementary School,03270005,      50,  15.6,        124,  46.0,  53.2,   0.8,  24.2,14.5
Weston - Country,03300010,      85,  17.8,        305,  55.1,  44.9,   4.9,  12.5,7.2
Weston - Field Elementary School,03300012,     128,  16.3,        330,  47.9,  52.1,   3.6,  16.4,6.1
Weston - Weston High,03300505,     356,  16.5,        692,  47.1,  52.9,   1.7,  18.2,5.2
Weston - Weston Middle,03300305,     312,  17.9,        489,  50.3,  49.7,   2.7,  18.6,3.3
Weston - Woodland,03300015,      84,  18.0,        303,  47.2,  52.8,   4.6,  13.2,4.6
Westport - Alice A Macomber,03310015,     128,  18.2,        385,  45.5,  54.5,   2.6,  22.6,27
Westport - Westport Elementary,03310030,     287,  17.7,        501,  45.7,  54.3,   0.6,  18.8,22.8
Westport - Westport Junior/Senior High School,03310515,     345,  13.9,        553,  45.0,  55.0,   0.0,  12.1,20.1
Westwood - Deerfield School,03350010,      87,  17.0,        205,  40.5,  59.5,   3.4,  19.0,3.4
Westwood - Downey,03350012,      87,  21.5,        258,  41.5,  58.5,   2.7,  22.9,8.5
Westwood - E W Thurston Middle,03350305,     428,  20.5,        796,  50.4,  49.6,   0.6,  18.7,5
Westwood - Martha Jones,03350017,     116,  18.4,        294,  49.7,  50.3,   0.0,  11.2,4.1
Westwood - Paul Hanlon,03350015,      87,  18.4,        220,  47.7,  52.3,   1.8,  17.7,6.4
Westwood - Westwood High,03350505,     546,  15.4,"      1,009",  53.2,  46.7,   0.3,  14.6,3.9
Westwood - Westwood Integrated Preschool,03350050,       3,  17.7,         53,  28.3,  71.7,   0.0,  50.9,9.4
Westwood - William E Sheehan,03350025,     123,  18.7,        318,  47.5,  52.5,   1.6,  16.0,3.5
Weymouth - Abigail Adams Middle School,03360310,     625,  21.8,        924,  50.8,  49.2,   2.2,  19.0,30.8
Weymouth - Academy Avenue,03360005,      57,  20.4,        321,  48.0,  52.0,  12.8,  13.1,28.3
Weymouth - Frederick C Murphy,03360050,      42,  21.0,        254,  46.5,  53.5,   0.8,  23.6,26.4
Weymouth - Johnson Early Childhood Center,03360003,      19,  11.5,        219,  42.0,  58.0,   1.4,  52.1,31.5
Weymouth - Lawrence W Pingree,03360065,      37,  17.6,        190,  54.7,  45.3,   0.5,  20.5,28.4
Weymouth - Maria Weston Chapman Middle School,03360020,     454,  18.6,        897,  47.2,  52.7,   2.6,  19.3,28
Weymouth - Ralph Talbot,03360085,      48,  18.4,        244,  44.7,  55.3,  10.7,  18.0,25.8
Weymouth - Thomas V Nash,03360060,      45,  16.3,        205,  56.1,  43.9,   0.5,  22.4,25.9
Weymouth - Thomas W. Hamilton Primary School,03360105,      62,  19.9,        352,  49.4,  50.6,   7.7,  14.8,18.8
Weymouth - Wessagusset,03360110,      60,  15.8,        278,  47.5,  52.5,   0.0,  15.5,23.4
Weymouth - Weymouth High School,03360505,     939,  16.2,"      1,921",  48.6,  51.4,   2.4,  13.7,22.7
Weymouth - William Seach,03360080,      53,  21.6,        315,  47.6,  52.4,  16.8,  16.5,53.7
Whately - Whately Elementary,03370005,     105,  17.7,        137,  51.1,  48.9,   3.6,  13.9,20.4
Whitman-Hanson - Hanson Middle School,07800315,     187,  19.7,        394,  44.4,  55.6,   0.3,  18.3,17.3
Whitman-Hanson - Indian Head,07800035,     105,  21.2,        318,  49.7,  50.3,   0.3,  18.2,16.7
Whitman-Hanson - John H Duval,07800030,     141,  21.5,        449,  50.1,  49.9,   2.0,  10.7,25.8
Whitman-Hanson - Louise A Conley,07800010,     176,  21.8,        561,  51.3,  48.7,   1.6,  11.4,18.9
Whitman-Hanson - Maquan Elementary,07800025,     112,  20.1,        440,  43.4,  56.6,   0.5,  21.1,16.1
Whitman-Hanson - Whitman Hanson Regional,07800505,     454,  20.8,"      1,174",  52.5,  47.5,   0.9,  14.0,15.9
Whitman-Hanson - Whitman Middle,07800310,     241,  23.4,        573,  43.5,  56.5,   1.0,  12.2,19.9
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,     620,  15.0,"      1,249",  45.2,  54.8,   1.0,  22.0,28.6
Williamsburg - Anne T. Dunphy School,03400020,      73,  16.7,        166,  49.4,  50.6,   4.2,  21.1,21.1
Williamstown - Williamstown Elementary,03410010,     200,  16.6,        455,  48.4,  51.6,   0.4,  13.0,16.3
Wilmington - Boutwell,03420005,      87,  15.4,        159,  52.8,  47.2,   1.9,  20.1,7.5
Wilmington - North Intermediate,03420060,     162,  20.2,        304,  48.4,  51.6,   1.3,  18.1,9.2
Wilmington - Shawsheen Elementary,03420025,     198,  17.7,        344,  49.4,  50.6,   2.0,  20.3,8.1
Wilmington - West Intermediate,03420080,     141,  19.2,        247,  50.6,  49.4,   0.8,  19.0,10.1
Wilmington - Wildwood,03420015,      97,  18.2,        207,  46.4,  53.6,   1.4,  22.2,10.1
Wilmington - Wilmington High,03420505,     444,  16.5,        864,  51.2,  48.8,   0.6,  13.3,7.9
Wilmington - Wilmington Middle School,03420330,     570,  17.1,        846,  47.5,  52.5,   0.6,  21.5,8.7
Wilmington - Woburn Street,03420020,     208,  18.2,        376,  49.5,  50.5,   2.9,  14.6,11.7
Winchendon - Memorial,03430040,      91,  20.8,        295,  43.7,  56.3,   0.7,  16.9,47.8
Winchendon - Murdock Academy for Success,03430405,       4,  23.8,         37,  40.5,  59.5,   0.0,  29.7,59.5
Winchendon - Murdock High School,03430515,     135,  14.6,        329,  46.5,  53.5,   0.6,  24.0,38
Winchendon - Murdock Middle School,03430315,      99,  21.9,        287,  48.4,  51.6,   0.7,  14.6,36.9
Winchendon - Toy Town Elementary,03430050,     126,  20.6,        288,  46.9,  53.1,   1.0,  14.6,39.9
Winchendon - Winchendon PreSchool Program,03430010,       7,  11.4,         79,  50.6,  49.4,   1.3,  30.4,48.1
Winchester - Ambrose Elementary,03440045,     260,  19.7,        424,  46.0,  54.0,   2.8,  16.7,.9
Winchester - Lincoln Elementary,03440005,     247,  19.2,        403,  51.1,  48.9,   4.2,  12.7,1.2
Winchester - Lynch Elementary,03440020,     292,  19.4,        548,  45.8,  54.2,  12.0,  19.2,8.4
Winchester - McCall Middle,03440305,     502,  22.6,"      1,112",  50.9,  49.1,   1.0,  17.1,4.9
Winchester - Muraco Elementary,03440040,     248,  17.9,        379,  49.1,  50.9,   4.0,  16.4,4.7
Winchester - Vinson-Owen Elementary,03440025,     249,  20.4,        462,  48.9,  51.1,   7.1,  19.7,2.8
Winchester - Winchester High School,03440505,     634,  17.0,"      1,348",  49.9,  50.1,   1.5,  16.8,6.3
Winthrop - Arthur T. Cummings Elementary School,03460020,     105,  21.6,        454,  47.4,  52.6,   6.4,  16.1,26.9
Winthrop - William P. Gorman/Fort Banks Elementary,03460015,     106,  20.7,        483,  50.9,  49.1,  11.2,  17.2,29
Winthrop - Winthrop High School,03460505,     224,  18.3,        589,  48.9,  51.1,   4.6,  17.5,23.3
Winthrop - Winthrop Middle School,03460305,     285,  22.9,        488,  45.7,  54.3,   5.7,  14.3,26.2
Woburn - Clyde Reeves,03470040,     231,  16.9,        425,  50.6,  49.4,  11.3,  15.8,17.6
Woburn - Daniel L Joyce Middle School,03470410,     495,  15.6,        525,  49.7,  50.3,   3.4,  21.1,21.5
Woburn - Daniel P Hurld,03470020,     120,  17.8,        214,  51.4,  48.6,   7.5,   6.1,13.6
Woburn - Goodyear Elementary School,03470005,     180,  17.0,        306,  44.4,  55.6,   6.2,  13.4,38.9
Woburn - John F Kennedy Middle School,03470405,     440,  16.1,        483,  52.0,  48.0,   4.3,  18.6,26.9
Woburn - Linscott-Rumford,03470025,     120,  17.8,        214,  56.1,  43.9,   5.6,  13.6,30.4
Woburn - Malcolm White,03470055,     180,  18.2,        327,  54.4,  45.6,  10.4,   8.3,35.8
Woburn - Mary D Altavesta,03470065,     131,  18.4,        241,  46.1,  53.9,  17.0,  14.9,24.9
Woburn - Shamrock,03470043,     168,  15.0,        380,  45.8,  54.2,  15.5,  27.4,33.4
Woburn - Woburn High,03470505,     600,  15.9,"      1,301",  51.7,  48.3,   5.7,  15.8,20.1
Woburn - Wyman,03470060,     110,  16.6,        183,  52.5,  47.5,   3.8,   7.7,19.7
Worcester - Belmont Street Community,03480020,     170,  24.1,        622,  46.6,  53.4,  52.6,  19.6,80.9
Worcester - Burncoat Middle School,03480405,     510,  11.4,        601,  50.1,  49.9,  19.1,  22.8,54.4
Worcester - Burncoat Senior High,03480503,     532,  14.0,        988,  48.8,  51.2,  27.8,  27.0,52.6
Worcester - Burncoat Street,03480035,     124,  16.8,        312,  49.0,  51.0,  37.2,  25.6,76.3
Worcester - Canterbury,03480045,     132,  19.3,        391,  46.5,  53.5,  50.4,  22.3,73.9
Worcester - Chandler Elementary Community,03480050,     257,  20.8,        519,  45.9,  54.1,  58.6,  16.0,78
Worcester - Chandler Magnet,03480052,     198,  17.4,        472,  52.3,  47.7,  68.9,  18.6,68.6
Worcester - City View,03480053,     190,  17.7,        504,  50.4,  49.6,  43.3,  23.8,73.6
Worcester - Claremont Academy,03480350,     221,  19.1,        540,  50.6,  49.4,  39.3,  12.4,63.9
Worcester - Clark St Community,03480055,      97,  18.1,        287,  48.1,  51.9,  55.4,  25.4,79.4
Worcester - Columbus Park,03480060,     162,  22.0,        562,  45.2,  54.8,  50.9,  23.3,72.8
Worcester - Doherty Memorial High,03480512,     792,  13.2,"      1,463",  46.6,  53.4,  18.9,  18.3,38.6
Worcester - Elm Park Community,03480095,     170,  19.6,        501,  45.3,  54.7,  53.1,  17.2,75.6
Worcester - Flagg Street,03480090,     117,  22.8,        401,  47.4,  52.6,  17.5,  11.7,26.9
Worcester - Forest Grove Middle,03480415,     412,  21.3,        984,  49.2,  50.8,  21.5,  18.4,44.9
Worcester - Francis J McGrath Elementary,03480177,      80,  19.4,        234,  50.4,  49.6,  32.5,  12.0,49.1
Worcester - Gates Lane,03480110,     279,  13.8,        601,  41.8,  58.2,  36.3,  37.6,58.7
Worcester - Goddard School/Science Technical,03480100,     140,  22.1,        473,  47.6,  52.4,  52.4,  19.7,71.9
Worcester - Grafton Street,03480115,     126,  23.3,        427,  45.4,  54.6,  45.7,  17.1,73.1
Worcester - Head Start,03480002,     245,  14.3,        642,  52.8,  47.2,  73.5,  10.3,85.8
Worcester - Heard Street,03480136,      88,  22.4,        297,  49.2,  50.8,  22.2,  12.5,44.8
Worcester - Jacob Hiatt Magnet,03480140,     139,  19.4,        404,  49.5,  50.5,  34.2,  14.6,51.7
